"longitude","latitude","year","year_start","year_end","response"
124.25,11.75,2008,NA,NA,1
124.75,11.75,NA,2003,2013,1
125.25,11.75,NA,2010,2013,1
-85.75,11.25,2001,NA,NA,1
-85.75,11.25,2011,NA,NA,1
-84.75,11.25,NA,2009,2013,1
-74.75,11.25,NA,2015,2016,1
-74.25,11.25,NA,2003,2015,1
-72.25,11.25,NA,2010,2014,1
-69.75,11.25,NA,2000,2007,1
-64.25,11.25,NA,2002,2004,1
-63.75,11.25,2012,NA,NA,1
-60.75,11.25,NA,2008,2016,1
-16.25,11.25,2016,NA,NA,1
-15.75,11.25,2016,NA,NA,1
-8.25,11.25,2006,NA,NA,1
-7.25,11.25,2006,NA,NA,1
-4.25,11.25,2016,NA,NA,1
13.25,11.25,2013,NA,NA,1
22.75,11.25,2007,NA,NA,1
24.75,11.25,2019,NA,NA,1
25.25,11.25,2018,NA,NA,1
26.25,11.25,2019,NA,NA,1
30.25,11.25,2005,NA,NA,1
75.75,11.25,NA,2003,2016,1
76.25,11.25,2009,NA,NA,1
76.75,11.25,NA,2011,2016,1
77.25,11.25,2015,NA,NA,1
77.75,11.25,NA,2017,2019,1
78.25,11.25,2017,NA,NA,1
78.75,11.25,NA,2005,2014,1
92.75,11.25,NA,2009,2010,1
104.75,11.25,NA,2007,2011,1
105.25,11.25,NA,2002,2011,1
106.25,11.25,NA,2013,2014,1
106.75,11.25,NA,2008,2016,1
107.25,11.25,NA,2002,2017,1
107.75,11.25,NA,2001,2002,1
108.25,11.25,NA,2000,2012,1
122.25,11.25,NA,2002,2015,1
122.75,11.25,NA,2002,2022,1
123.25,11.25,NA,2006,2015,1
124.25,11.25,2003,NA,NA,1
124.75,11.25,NA,2010,2014,1
-85.25,10.75,NA,2007,2013,1
-84.75,10.75,2002,NA,NA,1
-74.75,10.75,NA,2007,2019,1
-71.75,10.75,NA,2001,2016,1
-70.75,10.75,2011,NA,NA,1
-69.75,10.75,2010,NA,NA,1
-67.25,10.75,2014,NA,NA,1
-66.75,10.75,NA,2000,2014,1
-64.25,10.75,NA,2008,2014,1
-63.75,10.75,2010,NA,NA,1
-63.25,10.75,2016,NA,NA,1
-61.75,10.75,NA,2009,2016,1
-61.25,10.75,NA,2008,2016,1
76.25,10.75,NA,2003,2016,1
76.75,10.75,NA,2003,2019,1
78.25,10.75,NA,2006,2019,1
78.75,10.75,NA,2002,2019,1
79.25,10.75,2013,NA,NA,1
104.25,10.75,NA,2002,2008,1
104.75,10.75,NA,2000,2012,1
105.25,10.75,NA,2001,2009,1
105.75,10.75,NA,2000,2016,1
106.25,10.75,NA,2012,2016,1
106.75,10.75,NA,2000,2017,1
107.25,10.75,NA,2001,2016,1
107.75,10.75,NA,2001,2002,1
108.25,10.75,NA,2000,2005,1
121.75,10.75,NA,2005,2007,1
122.25,10.75,NA,2005,2016,1
122.75,10.75,NA,2003,2020,1
123.25,10.75,NA,2006,2014,1
123.75,10.75,2003,NA,NA,1
123.75,10.75,NA,2016,2017,1
124.25,10.75,2003,NA,NA,1
124.75,10.75,NA,2007,2016,1
-85.75,10.25,NA,2001,2003,1
-85.75,10.25,2014,NA,NA,1
-85.25,10.25,NA,2000,2016,1
-84.75,10.25,2014,NA,NA,1
-84.25,10.25,NA,2005,2022,1
-83.25,10.25,2014,NA,NA,1
-75.75,10.25,NA,2008,2016,1
-75.25,10.25,NA,2013,2015,1
-74.25,10.25,NA,2014,2016,1
-73.75,10.25,2008,NA,NA,1
-73.25,10.25,NA,2010,2014,1
-72.25,10.25,2006,NA,NA,1
-69.75,10.25,NA,2006,2016,1
-68.75,10.25,NA,2009,2018,1
-68.25,10.25,NA,2007,2014,1
-67.75,10.25,NA,2000,2014,1
-67.25,10.25,NA,2000,2016,1
-66.75,10.25,NA,2000,2016,1
-66.25,10.25,NA,2001,2016,1
-64.75,10.25,NA,2009,2013,1
-64.25,10.25,2010,NA,NA,1
-63.75,10.25,2016,NA,NA,1
-63.25,10.25,NA,2009,2016,1
-61.75,10.25,NA,2008,2011,1
-61.25,10.25,NA,2003,2018,1
-10.75,10.25,2006,NA,NA,1
10.25,10.25,2009,NA,NA,1
40.75,10.25,2019,NA,NA,1
73.75,10.25,NA,2006,2007,1
76.25,10.25,NA,2003,2013,1
76.75,10.25,2016,NA,NA,1
77.25,10.25,2002,NA,NA,1
78.25,10.25,2012,NA,NA,1
78.75,10.25,2019,NA,NA,1
98.75,10.25,2019,NA,NA,1
99.25,10.25,NA,2001,2009,1
103.75,10.25,2007,NA,NA,1
104.25,10.25,2012,NA,NA,1
105.25,10.25,NA,2004,2014,1
105.75,10.25,NA,2004,2018,1
106.25,10.25,NA,2001,2017,1
106.75,10.25,NA,2008,2017,1
107.25,10.25,NA,2012,2014,1
121.75,10.25,2007,NA,NA,1
122.75,10.25,NA,2007,2016,1
123.25,10.25,NA,2006,2017,1
123.75,10.25,NA,2001,2017,1
124.25,10.25,NA,2003,2005,1
124.75,10.25,2016,NA,NA,1
125.75,10.25,2013,NA,NA,1
-85.75,9.75,2016,NA,NA,1
-85.25,9.75,NA,2002,2013,1
-84.75,9.75,NA,2000,2016,1
-84.25,9.75,NA,2002,2019,1
-83.75,9.75,NA,2007,2014,1
-83.25,9.75,NA,2000,2015,1
-82.75,9.75,2014,NA,NA,1
-75.25,9.75,NA,2010,2016,1
-74.75,9.75,2015,NA,NA,1
-74.25,9.75,2016,NA,NA,1
-73.25,9.75,2015,NA,NA,1
-72.25,9.75,NA,2011,2016,1
-67.75,9.75,2009,NA,NA,1
-67.25,9.75,NA,2000,2014,1
-63.25,9.75,2016,NA,NA,1
-7.75,9.75,2010,NA,NA,1
41.75,9.75,2019,NA,NA,1
44.25,9.75,2011,NA,NA,1
76.25,9.75,NA,2003,2021,1
76.75,9.75,NA,2003,2021,1
77.25,9.75,NA,2003,2012,1
77.75,9.75,NA,2003,2015,1
78.25,9.75,NA,2007,2019,1
80.25,9.75,NA,2006,2016,1
98.75,9.75,NA,2000,2012,1
100.25,9.75,2002,NA,NA,1
100.25,9.75,2014,NA,NA,1
105.25,9.75,2009,NA,NA,1
105.75,9.75,NA,2001,2016,1
106.25,9.75,NA,2009,2016,1
122.75,9.75,NA,2006,2022,1
123.25,9.75,NA,2006,2016,1
123.75,9.75,NA,2008,2016,1
124.25,9.75,NA,2004,2015,1
125.25,9.75,NA,2013,2014,1
125.75,9.75,NA,2007,2013,1
138.25,9.75,NA,2007,2019,1
-84.25,9.25,2002,NA,NA,1
-83.75,9.25,NA,2000,2013,1
-82.25,9.25,2014,NA,NA,1
-80.25,9.25,2004,NA,NA,1
-79.75,9.25,NA,2016,2017,1
-79.25,9.25,NA,2001,2017,1
-78.25,9.25,NA,2015,2016,1
-77.75,9.25,2015,NA,NA,1
-76.25,9.25,NA,2012,2013,1
-75.75,9.25,2014,NA,NA,1
-75.25,9.25,NA,2011,2016,1
-74.75,9.25,NA,2012,2013,1
-73.75,9.25,NA,2012,2015,1
-73.25,9.25,2016,NA,NA,1
-70.75,9.25,NA,2006,2011,1
-70.25,9.25,NA,2000,2013,1
-69.25,9.25,NA,2010,2015,1
-64.25,9.25,NA,2012,2013,1
-62.75,9.25,2009,NA,NA,1
76.25,9.25,2006,NA,NA,1
76.75,9.25,NA,2010,2017,1
77.25,9.25,2011,NA,NA,1
77.75,9.25,2015,NA,NA,1
78.75,9.25,2019,NA,NA,1
79.25,9.25,2009,NA,NA,1
80.25,9.25,NA,2015,2016,1
80.75,9.25,NA,2010,2016,1
100.25,9.25,NA,2014,2017,1
104.75,9.25,2008,NA,NA,1
105.25,9.25,NA,2005,2017,1
105.75,9.25,NA,2004,2016,1
123.25,9.25,NA,2003,2014,1
123.75,9.25,NA,2004,2012,1
124.75,9.25,NA,2005,2014,1
125.75,9.25,NA,2007,2013,1
126.25,9.25,2013,NA,NA,1
-83.25,8.75,2007,NA,NA,1
-82.75,8.75,NA,2003,2014,1
-80.25,8.75,NA,2009,2018,1
-79.75,8.75,NA,2001,2017,1
-79.25,8.75,2014,NA,NA,1
-76.25,8.75,2014,NA,NA,1
-75.75,8.75,NA,2012,2015,1
-75.25,8.75,2014,NA,NA,1
-74.75,8.75,NA,2011,2016,1
-74.25,8.75,NA,2013,2016,1
-72.75,8.75,2015,NA,NA,1
-71.25,8.75,NA,2010,2016,1
-70.25,8.75,NA,2013,2015,1
-66.75,8.75,NA,2009,2014,1
-64.25,8.75,NA,2010,2016,1
-11.75,8.75,NA,2015,2016,1
-0.25,8.75,2001,NA,NA,1
0.75,8.75,NA,2016,2017,1
76.75,8.75,NA,2003,2022,1
77.25,8.75,NA,2002,2011,1
77.75,8.75,NA,2012,2015,1
79.75,8.75,NA,2007,2016,1
81.25,8.75,NA,2004,2016,1
98.25,8.75,2009,NA,NA,1
98.75,8.75,2019,NA,NA,1
124.25,8.75,2005,NA,NA,1
124.75,8.75,NA,2005,2014,1
125.25,8.75,2005,NA,NA,1
125.75,8.75,NA,2007,2015,1
126.25,8.75,NA,2007,2013,1
167.75,8.75,2012,NA,NA,1
-82.25,8.25,NA,2001,2014,1
-81.25,8.25,2014,NA,NA,1
-80.75,8.25,NA,2009,2013,1
-80.25,8.25,2009,NA,NA,1
-76.75,8.25,2000,NA,NA,1
-76.25,8.25,2000,NA,NA,1
-76.25,8.25,2014,NA,NA,1
-75.75,8.25,NA,2012,2016,1
-74.75,8.25,2018,NA,NA,1
-72.75,8.25,2008,NA,NA,1
-72.25,8.25,2015,NA,NA,1
-71.25,8.25,NA,2010,2014,1
-70.25,8.25,2006,NA,NA,1
-69.75,8.25,2010,NA,NA,1
-62.75,8.25,NA,2008,2012,1
76.75,8.25,NA,2002,2015,1
77.25,8.25,NA,2003,2012,1
79.75,8.25,NA,2007,2016,1
80.25,8.25,2008,NA,NA,1
80.75,8.25,NA,2004,2011,1
81.25,8.25,2017,NA,NA,1
93.25,8.25,NA,2009,2010,1
98.25,8.25,2001,NA,NA,1
98.25,8.25,2011,NA,NA,1
98.75,8.25,2009,NA,NA,1
99.25,8.25,NA,2009,2015,1
99.75,8.25,NA,2000,2014,1
122.75,8.25,2013,NA,NA,1
123.75,8.25,NA,2005,2014,1
124.25,8.25,NA,2005,2014,1
124.75,8.25,NA,2005,2014,1
125.25,8.25,NA,2005,2014,1
125.75,8.25,NA,2013,2015,1
126.25,8.25,NA,2007,2013,1
-81.25,7.75,2014,NA,NA,1
-80.75,7.75,NA,2013,2017,1
-80.25,7.75,2014,NA,NA,1
-76.75,7.75,2000,NA,NA,1
-76.75,7.75,NA,2015,2016,1
-75.25,7.75,2015,NA,NA,1
-72.75,7.75,NA,2004,2016,1
-72.25,7.75,NA,2002,2016,1
-65.75,7.75,2010,NA,NA,1
-11.75,7.75,NA,2012,2013,1
-5.25,7.75,2019,NA,NA,1
79.75,7.75,NA,2003,2007,1
80.25,7.75,NA,2004,2012,1
80.75,7.75,NA,2002,2019,1
81.25,7.75,NA,2008,2016,1
81.75,7.75,NA,2007,2017,1
98.25,7.75,NA,2001,2019,1
98.75,7.75,2011,NA,NA,1
99.75,7.75,NA,2005,2016,1
100.25,7.75,NA,2005,2014,1
122.75,7.75,NA,2003,2013,1
124.25,7.75,2003,NA,NA,1
124.25,7.75,2014,NA,NA,1
125.25,7.75,NA,2007,2014,1
125.75,7.75,2013,NA,NA,1
126.25,7.75,NA,2013,2014,1
134.75,7.75,2016,NA,NA,1
168.75,7.75,NA,2015,2019,1
-76.25,7.25,2000,NA,NA,1
-75.25,7.25,2015,NA,NA,1
-73.75,7.25,NA,2013,2015,1
-73.25,7.25,NA,2000,2016,1
-70.75,7.25,NA,2010,2016,1
-66.75,7.25,NA,2021,2022,1
-66.25,7.25,2021,NA,NA,1
-65.75,7.25,NA,2016,2021,1
-62.75,7.25,2014,NA,NA,1
79.75,7.25,NA,2003,2013,1
80.25,7.25,NA,2003,2017,1
80.75,7.25,NA,2001,2017,1
81.25,7.25,2009,NA,NA,1
81.75,7.25,NA,2004,2016,1
100.25,7.25,2008,NA,NA,1
100.25,7.25,2019,NA,NA,1
100.75,7.25,NA,2003,2014,1
122.25,7.25,NA,2005,2015,1
124.25,7.25,NA,2003,2016,1
124.75,7.25,NA,2005,2014,1
125.25,7.25,NA,2003,2022,1
125.75,7.25,NA,2003,2012,1
126.25,7.25,NA,2010,2014,1
134.25,7.25,NA,2000,2019,1
134.75,7.25,NA,2000,2012,1
151.75,7.25,2004,NA,NA,1
155.25,7.25,2012,NA,NA,1
168.75,7.25,2018,NA,NA,1
171.25,7.25,NA,2009,2016,1
171.75,7.25,2011,NA,NA,1
-75.75,6.75,NA,2010,2016,1
-75.25,6.75,NA,2010,2016,1
-74.75,6.75,2015,NA,NA,1
-73.75,6.75,NA,2000,2004,1
-73.75,6.75,2019,NA,NA,1
-73.25,6.75,NA,2003,2019,1
-72.75,6.75,NA,2014,2016,1
-71.25,6.75,2016,NA,NA,1
-70.75,6.75,2016,NA,NA,1
-66.25,6.75,2017,NA,NA,1
-63.75,6.75,2016,NA,NA,1
-58.25,6.75,NA,2009,2014,1
20.75,6.75,2000,NA,NA,1
79.75,6.75,NA,2003,2017,1
80.25,6.75,NA,2000,2017,1
80.75,6.75,NA,2005,2016,1
81.25,6.75,NA,2008,2016,1
100.25,6.75,NA,2000,2002,1
100.75,6.75,NA,2001,2005,1
100.75,6.75,2019,NA,NA,1
101.25,6.75,NA,2000,2019,1
117.25,6.75,2003,NA,NA,1
121.75,6.75,2016,NA,NA,1
122.25,6.75,NA,2003,2015,1
124.75,6.75,NA,2003,2017,1
125.25,6.75,NA,2003,2012,1
158.25,6.75,NA,2004,2013,1
-75.75,6.25,NA,2005,2019,1
-75.25,6.25,2010,NA,NA,1
-74.75,6.25,2015,NA,NA,1
-73.25,6.25,NA,2012,2013,1
-71.25,6.25,2013,NA,NA,1
-63.75,6.25,2015,NA,NA,1
-58.25,6.25,2016,NA,NA,1
-57.75,6.25,2009,NA,NA,1
-9.25,6.25,2016,NA,NA,1
-3.75,6.25,2009,NA,NA,1
0.75,6.25,2010,NA,NA,1
2.25,6.25,2007,NA,NA,1
80.25,6.25,NA,2000,2016,1
80.75,6.25,NA,2000,2016,1
81.25,6.25,2016,NA,NA,1
99.75,6.25,NA,2006,2014,1
100.25,6.25,NA,2001,2019,1
100.75,6.25,NA,2006,2016,1
101.25,6.25,NA,2001,2019,1
101.75,6.25,NA,2001,2009,1
102.25,6.25,NA,2000,2003,1
102.25,6.25,NA,2013,2016,1
115.75,6.25,2016,NA,NA,1
116.25,6.25,NA,2003,2007,1
124.25,6.25,2013,NA,NA,1
124.75,6.25,NA,2005,2020,1
125.25,6.25,NA,2004,2016,1
125.75,6.25,NA,2010,2013,1
159.25,6.25,NA,2015,2019,1
-75.75,5.75,2015,NA,NA,1
-74.25,5.75,2009,NA,NA,1
-71.75,5.75,2016,NA,NA,1
-55.25,5.75,2015,NA,NA,1
-54.75,5.75,2015,NA,NA,1
-53.75,5.75,NA,2006,2010,1
80.75,5.75,2016,NA,NA,1
95.25,5.75,2008,NA,NA,1
100.25,5.75,NA,2006,2016,1
100.75,5.75,NA,2000,2019,1
101.25,5.75,2010,NA,NA,1
101.75,5.75,2014,NA,NA,1
102.25,5.75,NA,2006,2014,1
102.75,5.75,2004,NA,NA,1
102.75,5.75,2014,NA,NA,1
116.25,5.75,2003,NA,NA,1
116.25,5.75,NA,2015,2016,1
117.75,5.75,2006,NA,NA,1
-76.75,5.25,2016,NA,NA,1
-75.75,5.25,NA,2015,2016,1
-75.25,5.25,NA,2015,2016,1
-74.75,5.25,NA,2013,2015,1
-74.25,5.25,NA,2015,2019,1
-73.25,5.25,2016,NA,NA,1
-72.25,5.25,NA,2006,2008,1
-71.25,5.25,2016,NA,NA,1
-59.25,5.25,2017,NA,NA,1
-57.75,5.25,2014,NA,NA,1
-54.25,5.25,NA,2000,2015,1
-53.25,5.25,NA,2001,2010,1
-52.75,5.25,NA,2006,2010,1
-4.25,5.25,NA,2008,2019,1
-3.75,5.25,2008,NA,NA,1
96.75,5.25,2001,NA,NA,1
97.25,5.25,2008,NA,NA,1
100.25,5.25,NA,2001,2019,1
100.75,5.25,NA,2002,2020,1
102.25,5.25,NA,2009,2019,1
102.75,5.25,NA,2008,2019,1
103.25,5.25,NA,2014,2016,1
115.25,5.25,NA,2005,2019,1
116.25,5.25,2014,NA,NA,1
117.25,5.25,NA,2010,2019,1
125.25,5.25,2013,NA,NA,1
162.75,5.25,NA,2012,2017,1
163.25,5.25,NA,2012,2016,1
-75.75,4.75,NA,2010,2016,1
-75.25,4.75,2013,NA,NA,1
-74.75,4.75,NA,2012,2015,1
-74.25,4.75,NA,2013,2016,1
-73.75,4.75,2019,NA,NA,1
-67.75,4.75,2016,NA,NA,1
-60.25,4.75,2017,NA,NA,1
-58.75,4.75,NA,2014,2016,1
-52.75,4.75,NA,2015,2021,1
-52.25,4.75,NA,2000,2015,1
9.25,4.75,NA,2000,2003,1
10.25,4.75,NA,2000,2003,1
31.75,4.75,2018,NA,NA,1
96.25,4.75,NA,2002,2004,1
97.75,4.75,NA,2002,2004,1
100.75,4.75,NA,2002,2020,1
101.25,4.75,NA,2002,2020,1
101.75,4.75,2014,NA,NA,1
103.25,4.75,2014,NA,NA,1
114.75,4.75,2000,NA,NA,1
114.75,4.75,NA,2010,2018,1
115.25,4.75,NA,2012,2013,1
-76.25,4.25,NA,2002,2016,1
-75.75,4.25,2002,NA,NA,1
-75.75,4.25,NA,2012,2016,1
-75.25,4.25,NA,2007,2019,1
-74.75,4.25,NA,2011,2016,1
-73.75,4.25,NA,2004,2016,1
-73.25,4.25,2008,NA,NA,1
-61.25,4.25,NA,2014,2022,1
-59.25,4.25,2013,NA,NA,1
-56.25,4.25,2017,NA,NA,1
-53.25,4.25,2017,NA,NA,1
-51.25,4.25,2010,NA,NA,1
9.25,4.25,2010,NA,NA,1
9.75,4.25,NA,2000,2006,1
13.75,4.25,NA,2000,2003,1
41.25,4.25,2022,NA,NA,1
73.25,4.25,NA,2008,2011,1
100.75,4.25,2008,NA,NA,1
100.75,4.25,2019,NA,NA,1
101.25,4.25,2002,NA,NA,1
101.25,4.25,NA,2014,2020,1
101.75,4.25,2014,NA,NA,1
102.25,4.25,2014,NA,NA,1
114.25,4.25,NA,2003,2016,1
117.75,4.25,2003,NA,NA,1
-77.25,3.75,NA,2002,2004,1
-76.75,3.75,NA,2016,2019,1
-76.25,3.75,NA,2002,2015,1
-75.25,3.75,NA,2015,2016,1
-73.25,3.75,NA,2014,2021,1
-66.25,3.75,2015,NA,NA,1
-61.25,3.75,NA,2016,2020,1
-59.75,3.75,2014,NA,NA,1
-56.25,3.75,NA,2014,2020,1
-55.75,3.75,2015,NA,NA,1
-54.25,3.75,NA,2005,2006,1
-53.25,3.75,NA,2006,2016,1
-52.75,3.75,NA,2006,2016,1
-51.75,3.75,NA,2005,2022,1
11.75,3.75,2006,NA,NA,1
41.75,3.75,2016,NA,NA,1
72.75,3.75,NA,2010,2019,1
73.25,3.75,NA,2006,2007,1
96.75,3.75,2016,NA,NA,1
98.25,3.75,2003,NA,NA,1
98.75,3.75,NA,2003,2012,1
101.25,3.75,2002,NA,NA,1
101.75,3.75,NA,2002,2019,1
102.25,3.75,NA,2014,2022,1
102.75,3.75,NA,2002,2014,1
103.25,3.75,NA,2005,2014,1
113.75,3.75,2005,NA,NA,1
114.75,3.75,2013,NA,NA,1
-76.75,3.25,NA,2001,2016,1
-75.25,3.25,2004,NA,NA,1
-75.25,3.25,NA,2014,2017,1
-73.75,3.25,2017,NA,NA,1
-73.25,3.25,NA,2019,2021,1
-72.75,3.25,NA,2014,2022,1
-60.75,3.25,2010,NA,NA,1
-59.75,3.25,NA,2000,2001,1
-59.75,3.25,NA,2017,2019,1
10.75,3.25,NA,2000,2003,1
35.75,3.25,2019,NA,NA,1
40.75,3.25,NA,2011,2016,1
42.25,3.25,2016,NA,NA,1
73.25,3.25,NA,2015,2019,1
98.75,3.25,2003,NA,NA,1
101.25,3.25,NA,2000,2016,1
101.75,3.25,NA,2000,2019,1
102.25,3.25,NA,2005,2014,1
102.75,3.25,NA,2010,2019,1
113.25,3.25,NA,2005,2013,1
125.75,3.25,2007,NA,NA,1
-76.75,2.75,2016,NA,NA,1
-75.75,2.75,2003,NA,NA,1
-75.75,2.75,2015,NA,NA,1
-75.25,2.75,NA,2012,2016,1
-62.25,2.75,2015,NA,NA,1
-61.25,2.75,NA,2017,2021,1
-60.75,2.75,NA,2006,2022,1
-60.25,2.75,2014,NA,NA,1
-59.25,2.75,2008,NA,NA,1
-52.25,2.75,2015,NA,NA,1
99.75,2.75,2008,NA,NA,1
101.25,2.75,NA,2002,2010,1
101.75,2.75,NA,2002,2019,1
102.25,2.75,NA,2000,2019,1
112.25,2.75,2013,NA,NA,1
113.25,2.75,NA,2008,2019,1
-76.75,2.25,NA,2011,2016,1
-75.75,2.25,NA,2012,2016,1
-67.25,2.25,2016,NA,NA,1
-61.25,2.25,NA,2017,2023,1
-60.75,2.25,NA,2012,2021,1
-60.25,2.25,2010,NA,NA,1
-50.75,2.25,2017,NA,NA,1
11.75,2.25,NA,2000,2003,1
12.25,2.25,2007,NA,NA,1
40.25,2.25,2022,NA,NA,1
45.25,2.25,NA,2013,2016,1
98.75,2.25,2009,NA,NA,1
99.75,2.25,2014,NA,NA,1
100.25,2.25,2013,NA,NA,1
102.25,2.25,NA,2001,2019,1
102.75,2.25,NA,2000,2016,1
103.25,2.25,NA,2000,2016,1
103.75,2.25,NA,2000,2003,1
103.75,2.25,NA,2014,2016,1
111.75,2.25,NA,2003,2016,1
114.75,2.25,2013,NA,NA,1
-157.25,1.75,NA,2000,2015,1
-154.25,1.75,2015,NA,NA,1
-77.75,1.75,2016,NA,NA,1
-76.75,1.75,2013,NA,NA,1
-76.25,1.75,NA,2012,2014,1
-75.75,1.75,NA,2015,2016,1
-71.75,1.75,2016,NA,NA,1
-61.75,1.75,2015,NA,NA,1
-61.25,1.75,NA,2014,2022,1
-52.25,1.75,2015,NA,NA,1
-50.75,1.75,NA,2016,2021,1
7.25,1.75,2022,NA,NA,1
10.25,1.75,2006,NA,NA,1
11.75,1.75,2007,NA,NA,1
32.25,1.75,2018,NA,NA,1
35.25,1.75,2019,NA,NA,1
73.25,1.75,2009,NA,NA,1
102.75,1.75,NA,2013,2016,1
103.25,1.75,NA,2000,2003,1
103.75,1.75,NA,2000,2019,1
110.25,1.75,NA,2003,2016,1
111.25,1.75,2013,NA,NA,1
111.75,1.75,2013,NA,NA,1
112.25,1.75,2013,NA,NA,1
112.75,1.75,2013,NA,NA,1
113.75,1.75,2013,NA,NA,1
-77.75,1.25,2016,NA,NA,1
-76.75,1.25,2016,NA,NA,1
-60.25,1.25,NA,2017,2019,1
-52.25,1.25,2018,NA,NA,1
36.75,1.25,2004,NA,NA,1
99.25,1.25,2009,NA,NA,1
100.75,1.25,2013,NA,NA,1
101.75,1.25,2014,NA,NA,1
102.25,1.25,NA,2008,2014,1
103.75,1.25,NA,2000,2022,1
104.25,1.25,NA,2008,2013,1
110.75,1.25,NA,2003,2014,1
111.25,1.25,2013,NA,NA,1
111.75,1.25,2013,NA,NA,1
124.75,1.25,NA,2002,2019,1
125.25,1.25,2002,NA,NA,1
172.75,1.25,2008,NA,NA,1
-79.75,0.75,NA,2013,2016,1
-79.25,0.75,2015,NA,NA,1
-78.25,0.75,NA,2012,2016,1
-76.25,0.75,2019,NA,NA,1
-71.25,0.75,2016,NA,NA,1
-70.75,0.75,2016,NA,NA,1
-60.75,0.75,NA,2010,2015,1
-60.25,0.75,NA,2015,2021,1
-59.75,0.75,NA,2015,2022,1
-52.25,0.75,NA,2015,2018,1
-51.75,0.75,NA,2014,2021,1
-51.25,0.75,NA,2014,2020,1
-50.75,0.75,NA,2006,2007,1
9.75,0.75,2007,NA,NA,1
29.25,0.75,2016,NA,NA,1
30.25,0.75,2014,NA,NA,1
36.25,0.75,2019,NA,NA,1
101.25,0.75,NA,2013,2015,1
103.25,0.75,NA,2008,2014,1
103.75,0.75,2008,NA,NA,1
104.25,0.75,2008,NA,NA,1
108.75,0.75,2002,NA,NA,1
114.25,0.75,NA,2011,2016,1
123.25,0.75,NA,2015,2016,1
124.25,0.75,NA,2002,2003,1
124.25,0.75,NA,2014,2015,1
-78.25,0.25,2014,NA,NA,1
-76.75,0.25,NA,2013,2015,1
-75.75,0.25,NA,2014,2019,1
-51.25,0.25,NA,2013,2022,1
6.75,0.25,NA,2022,2023,1
9.25,0.25,NA,2006,2012,1
9.75,0.25,2007,NA,NA,1
25.25,0.25,2007,NA,NA,1
34.25,0.25,2004,NA,NA,1
117.25,0.25,2004,NA,NA,1
-80.25,-0.25,2015,NA,NA,1
-79.75,-0.25,NA,2004,2006,1
-79.25,-0.25,NA,2004,2016,1
-78.75,-0.25,2016,NA,NA,1
-78.25,-0.25,NA,2012,2016,1
-67.25,-0.25,NA,2018,2022,1
-51.25,-0.25,NA,2014,2022,1
-50.25,-0.25,NA,2015,2022,1
10.75,-0.25,NA,2008,2010,1
72.75,-0.25,2019,NA,NA,1
100.25,-0.25,NA,2011,2014,1
100.75,-0.25,NA,2013,2016,1
101.25,-0.25,2016,NA,NA,1
109.25,-0.25,NA,2001,2011,1
110.75,-0.25,2015,NA,NA,1
117.25,-0.25,NA,2010,2012,1
-91.25,-0.75,2016,NA,NA,1
-90.25,-0.75,NA,2002,2010,1
-89.25,-0.75,2010,NA,NA,1
-80.75,-0.75,NA,2012,2015,1
-80.25,-0.75,NA,2006,2016,1
-79.75,-0.75,2016,NA,NA,1
-78.75,-0.75,NA,2013,2016,1
-78.25,-0.75,2016,NA,NA,1
-76.25,-0.75,2016,NA,NA,1
-62.75,-0.75,NA,2011,2021,1
-52.75,-0.75,NA,2014,2021,1
-52.25,-0.75,NA,2018,2021,1
-49.75,-0.75,2017,NA,NA,1
-48.75,-0.75,NA,2016,2021,1
-48.25,-0.75,NA,2016,2019,1
-47.75,-0.75,NA,2017,2019,1
-47.25,-0.75,NA,2010,2022,1
-46.75,-0.75,2012,NA,NA,1
10.25,-0.75,NA,2009,2010,1
11.75,-0.75,NA,2007,2010,1
12.75,-0.75,NA,2008,2010,1
13.75,-0.75,2010,NA,NA,1
73.25,-0.75,NA,2016,2018,1
100.25,-0.75,NA,2005,2015,1
100.75,-0.75,NA,2011,2012,1
101.25,-0.75,NA,2008,2009,1
103.25,-0.75,2013,NA,NA,1
117.25,-0.75,NA,2000,2014,1
119.75,-0.75,2010,NA,NA,1
166.75,-0.75,NA,2008,2016,1
-80.75,-1.25,NA,2006,2014,1
-80.25,-1.25,NA,2004,2016,1
-79.75,-1.25,NA,2013,2016,1
-79.25,-1.25,2005,NA,NA,1
-79.25,-1.25,2016,NA,NA,1
-78.75,-1.25,NA,2011,2017,1
-78.25,-1.25,NA,2001,2018,1
-71.25,-1.25,2016,NA,NA,1
-51.75,-1.25,2017,NA,NA,1
-48.75,-1.25,NA,2011,2022,1
-48.25,-1.25,NA,2002,2022,1
-47.75,-1.25,NA,2009,2022,1
-47.25,-1.25,NA,2013,2022,1
-46.75,-1.25,NA,2015,2022,1
-46.25,-1.25,NA,2016,2018,1
-45.75,-1.25,NA,2016,2021,1
12.25,-1.25,2010,NA,NA,1
13.25,-1.25,NA,2010,2012,1
15.25,-1.25,2019,NA,NA,1
39.25,-1.25,2012,NA,NA,1
100.75,-1.25,2015,NA,NA,1
101.75,-1.25,2012,NA,NA,1
113.75,-1.25,2019,NA,NA,1
116.75,-1.25,NA,2000,2014,1
120.75,-1.25,2008,NA,NA,1
-79.75,-1.75,2000,NA,NA,1
-79.75,-1.75,NA,2013,2017,1
-78.75,-1.75,2016,NA,NA,1
-78.25,-1.75,NA,2001,2004,1
